,Unnamed: 0.1,Unnamed: 0,Name,Smiles,\DeltaG4,type,deltaG4_bin,deltaG4_realbin-27_-39
36,36,36,Carb_12_12_8,*[Ni@](C9=N(C1CCC1)C=CN(C1CCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.472510088249813,Carb,1,0
37,37,37,Carb_1_2_22,*[Ni@](C9=N(C)C1C(=O)CCC(=O)C1N(CC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-2.690760607415081,Carb,1,0
38,38,38,Carb_12_22_7,*[Ni@](C9=N(C1CCC1)C(C(F)(F)F)C(C(F)(F)F)N(c1c(C)cc(C)cc(C)1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-15.987686276958526,Carb,0,0
39,39,39,Carb_12_27_16,*[Ni@](C9=N(C1CCC1)C(Cl)=C(Cl)N(c1cc(C(C)(C)C)ccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.049564162145517,Carb,1,0
40,40,40,Carb_1_2_27,*[Ni@](C9=N(C)N=CN(CC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.006770742164496,Carb,1,0
41,41,41,Carb_12_48_23,*[Ni@](C9=N(C1CCC1)C1C=COC=1N(Nc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-3.169550333029026,Carb,1,0
42,42,42,Carb_12_72_0,*[Ni@](C9=N(C1CCC1)CCN(B1CCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.094494749076643,Carb,1,0
43,43,43,Carb_12_75_25,*[Ni@](C9=N(C1CCC1)C1C2=CC=CC(=C23)C=CC=C3C=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-4.856295788410777,Carb,1,0
44,44,44,Carb_12_75_3,*[Ni@](C9=N(C1CCC1)C(O)C(O)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-3.005142851590719,Carb,1,0
45,45,45,Carb_12_76_26,*[Ni@](C9=N(C1CCC1)C1N(C)C(=O)N(C)C(=O)C=1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.997480875624955,Carb,1,0
46,46,46,Carb_12_76_5,*[Ni@](C9=N(C1CCC1)C(F)C(F)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,2.4893300669835505,Carb,1,0
47,47,47,Carb_13_13_14,*[Ni@](C9=N(C1CCCC1)C(=O)C(=O)N(C1CCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.870601187018914,Carb,1,0
48,48,48,Carb_13_13_20,*[Ni@](C9=N(C1CCCC1)c1ccccc1N(C1CCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-11.151470791251691,Carb,1,0
49,49,49,Carb_13_13_22,*[Ni@](C9=N(C1CCCC1)C1C(=O)CCC(=O)C1N(C1CCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-14.381889542931058,Carb,0,0
50,50,50,Carb_13_18_29,*[Ni@](C9=N(C1CCCC1)N1CCCCC1N(c1cc(C)ccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-15.862811892101746,Carb,0,0
51,51,51,Carb_14_19_10,*[Ni@](C9=N(C1CCCCC1)C(C(C)C)=C(C(C)C)N(c1ccc(C)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-28.279969284786205,Carb,0,1
52,52,52,Carb_14_24_19,*[Ni@](C9=N(C1CCCCC1)C1CCCCC1N(c1cc(C(C)C)ccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.487565772669138,Carb,1,0
53,53,53,Carb_1_4_25,*[Ni@](C9=N(C)C1C2=CC=CC(=C23)C=CC=C3C=1N(C(C)C)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-4.920929263443574,Carb,1,0
54,54,54,Carb_14_35_2,*[Ni@](C9=N(C1CCCCC1)C(C(C)C)C(C(C)C)N(c1ccc(N(C)C)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.689628365035039,Carb,1,0
55,55,55,Carb_1_45_26,*[Ni@](C9=N(C)C1N(C)C(=O)N(C)C(=O)C=1N(N1CCCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.6869910076392545,Carb,1,0
56,56,56,Carb_14_67_7,*[Ni@](C9=N(C1CCCCC1)C(C(F)(F)F)C(C(F)(F)F)N(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.252254263623134,Carb,1,0
57,57,57,Carb_14_75_12,*[Ni@](C9=N(C1CCCCC1)C(OC)=C(OC)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.666283195252876,Carb,1,0
58,58,58,Carb_14_75_13,*[Ni@](C9=N(C1CCCCC1)C(OC(C)C)=C(OC(C)C)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.597634567330674,Carb,1,0
59,59,59,Carb_14_76_10,*[Ni@](C9=N(C1CCCCC1)C(C(C)C)=C(C(C)C)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-18.80708632532748,Carb,0,0
60,60,60,Carb_14_76_7,*[Ni@](C9=N(C1CCCCC1)C(C(F)(F)F)C(C(F)(F)F)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,14.1321407732175,Carb,1,0
61,61,61,Carb_15_21_7,*[Ni@](C9=N(C12CC3CC(C1)CC(C3)C2)C(C(F)(F)F)C(C(F)(F)F)N(c1cc(C)cc(C)c1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-16.39619494210991,Carb,0,0
62,62,62,Carb_15_27_0,*[Ni@](C9=N(C12CC3CC(C1)CC(C3)C2)CCN(c1cc(C(C)(C)C)ccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-12.754129977723062,Carb,0,0
63,63,63,Carb_15_29_15,*[Ni@](C9=N(C12CC3CC(C1)CC(C3)C2)C(F)=C(F)N(c1c2ccccc2ccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-17.61419082308701,Carb,0,0
64,64,64,Carb_15_52_0,*[Ni@](C9=N(C12CC3CC(C1)CC(C3)C2)CCN(COC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-13.584325006505868,Carb,0,0
65,65,65,Carb_15_60_15,*[Ni@](C9=N(C12CC3CC(C1)CC(C3)C2)C(F)=C(F)N(C(=O)c1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-12.260907534834931,Carb,1,0
66,66,66,Carb_1_57_13,*[Ni@](C9=N(C)C(OC(C)C)=C(OC(C)C)N(c1ccc(OC)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-8.463847731963424,Carb,1,0
67,67,67,Carb_15_75_13,*[Ni@](C9=N(C12CC3CC(C1)CC(C3)C2)C(OC(C)C)=C(OC(C)C)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.536511510492163,Carb,1,0
68,68,68,Carb_15_75_22,*[Ni@](C9=N(C12CC3CC(C1)CC(C3)C2)C1C(=O)CCC(=O)C1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.015933288896556,Carb,1,0
69,69,69,Carb_15_76_5,*[Ni@](C9=N(C12CC3CC(C1)CC(C3)C2)C(F)C(F)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,5.77747968975716,Carb,1,0
70,70,70,Carb_16_16_13,*[Ni@](C9=N(c1ccccc1)C(OC(C)C)=C(OC(C)C)N(c1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.471250525776934,Carb,1,0
71,71,71,Carb_16_16_16,*[Ni@](C9=N(c1ccccc1)C(Cl)=C(Cl)N(c1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.845500808567644,Carb,1,0
72,72,72,Carb_16_16_6,*[Ni@](C9=N(c1ccccc1)C(Cl)C(Cl)N(c1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.206446072785486,Carb,1,0
73,73,73,Carb_16_16_9,*[Ni@](C9=N(c1ccccc1)C(C)=C(C)N(c1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.889676566579578,Carb,1,0
74,74,74,Carb_1_6_27,*[Ni@](C9=N(C)N=CN(C(C)CC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.697031158563189,Carb,1,0
75,75,75,Carb_16_37_23,*[Ni@](C9=N(c1ccccc1)C1C=COC=1N(c1ncccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.350395836632213,Carb,1,0
76,76,76,Carb_16_39_4,*[Ni@](C9=N(c1ccccc1)C(OC)C(OC)N(N)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-2.974394887995048,Carb,1,0
77,77,77,Carb_16_75_16,*[Ni@](C9=N(c1ccccc1)C(Cl)=C(Cl)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.903859189058965,Carb,1,0
78,78,78,Carb_16_75_21,*[Ni@](C9=N(c1ccccc1)C1CCCCCC=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-3.449419556370461,Carb,1,0
79,79,79,Carb_16_76_29,*[Ni@](C9=N(c1ccccc1)N1CCCCC1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.586966906724305,Carb,1,0
80,80,80,Carb_16_76_5,*[Ni@](C9=N(c1ccccc1)C(F)C(F)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,7.140430259151056,Carb,1,0
81,81,81,Carb_17_17_0,*[Ni@](C9=N(c1c(C)cccc1)CCN(c1c(C)cccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-8.155113071790755,Carb,1,0
82,82,82,Carb_17_17_1,*[Ni@](C9=N(c1c(C)cccc1)C(C)C(C)N(c1c(C)cccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-18.600008200607625,Carb,0,0
83,83,83,Carb_17_17_17,*[Ni@](C9=N(c1c(C)cccc1)C(C(F)(F)F)=C(C(F)(F)F)N(c1c(C)cccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-25.55344063717205,Carb,0,0
84,84,84,Carb_17_17_26,*[Ni@](C9=N(c1c(C)cccc1)C1N(C)C(=O)N(C)C(=O)C=1N(c1c(C)cccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-11.871851662990412,Carb,1,0
85,85,85,Carb_17_32_15,*[Ni@](C9=N(c1c(C)cccc1)C(F)=C(F)N(C(c1ccccc1)c2ccccc2)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-0.6105667144092772,Carb,1,0
86,86,86,Carb_1_74_15,*[Ni@](C9=N(C)C(F)=C(F)N(B1CCCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.47602050672946,Carb,1,0
87,87,87,Carb_17_44_28,*[Ni@](C9=N(c1c(C)cccc1)N1C=CC=C1N(N1CCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-13.761910186709564,Carb,0,0
88,88,88,Carb_1_75_24,*[Ni@](C9=N(C)C1C=CN(C)C=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-4.620979737112837,Carb,1,0
89,89,89,Carb_1_75_28,*[Ni@](C9=N(C)N1C=CC=C1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.453430165581135,Carb,1,0
90,90,90,Carb_17_53_17,*[Ni@](C9=N(c1c(C)cccc1)C(C(F)(F)F)=C(C(F)(F)F)N(C(C)OC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-19.739565398389463,Carb,0,0
91,91,91,Carb_1_76_21,*[Ni@](C9=N(C)C1CCCCCC=1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.9477848522761,Carb,1,0
92,92,92,Carb_17_62_25,*[Ni@](C9=N(c1c(C)cccc1)C1C2=CC=CC(=C23)C=CC=C3C=1N(C(=O)c1c2ccccc2ccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,3.7361913839358087,Carb,1,0
93,93,93,Carb_1_76_25,*[Ni@](C9=N(C)C1C2=CC=CC(=C23)C=CC=C3C=1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.983930306221375,Carb,1,0
94,94,94,Carb_17_65_3,*[Ni@](C9=N(c1c(C)cccc1)C(O)C(O)N(c1ccc(C(F)(F)F)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.90850185048937,Carb,1,0
95,95,95,Carb_17_75_17,*[Ni@](C9=N(c1c(C)cccc1)C(C(F)(F)F)=C(C(F)(F)F)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.09775961529879,Carb,1,0
96,96,96,Carb_17_75_21,*[Ni@](C9=N(c1c(C)cccc1)C1CCCCCC=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-4.561993846939083,Carb,1,0
97,97,97,Carb_17_76_15,*[Ni@](C9=N(c1c(C)cccc1)C(F)=C(F)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-4.386291195782689,Carb,1,0
98,98,98,Carb_17_76_22,*[Ni@](C9=N(c1c(C)cccc1)C1C(=O)CCC(=O)C1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.414779216584853,Carb,1,0
99,99,99,Carb_18_18_21,*[Ni@](C9=N(c1cc(C)ccc1)C1CCCCCC=1N(c1cc(C)ccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.876876282131108,Carb,1,0
100,100,100,Carb_18_18_25,*[Ni@](C9=N(c1cc(C)ccc1)C1C2=CC=CC(=C23)C=CC=C3C=1N(c1cc(C)ccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.88967656629422,Carb,1,0
101,101,101,Carb_18_19_22,*[Ni@](C9=N(c1cc(C)ccc1)C1C(=O)CCC(=O)C1N(c1ccc(C)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-2.1416898210532205,Carb,1,0
102,102,102,Carb_18_30_20,*[Ni@](C9=N(c1cc(C)ccc1)c1ccccc1N(Cc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.870601187018914,Carb,1,0
103,103,103,Carb_18_39_2,*[Ni@](C9=N(c1cc(C)ccc1)C(C(C)C)C(C(C)C)N(N)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-0.8327050666564693,Carb,1,0
104,104,104,Carb_18_49_19,*[Ni@](C9=N(c1cc(C)ccc1)C1CCCCC1N(CO)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.101651991203368,Carb,1,0
105,105,105,Carb_18_51_6,*[Ni@](C9=N(c1cc(C)ccc1)C(Cl)C(Cl)N(CCCO)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.058353837954025,Carb,1,0
106,106,106,Carb_18_57_23,*[Ni@](C9=N(c1cc(C)ccc1)C1C=COC=1N(c1ccc(OC)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.198788639642377,Carb,1,0
107,107,107,Carb_18_75_23,*[Ni@](C9=N(c1cc(C)ccc1)C1C=COC=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,4.742716574413518,Carb,1,0
108,108,108,Carb_18_75_26,*[Ni@](C9=N(c1cc(C)ccc1)C1N(C)C(=O)N(C)C(=O)C=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.667288118966872,Carb,1,0
109,109,109,Carb_18_76_18,*[Ni@](C9=N(c1cc(C)ccc1)C(C(Cl)(Cl)Cl)=C(C(Cl)(Cl)Cl)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.082826706437501,Carb,1,0
110,110,110,Carb_18_76_24,*[Ni@](C9=N(c1cc(C)ccc1)C1C=CN(C)C=1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.064628932495503,Carb,1,0
111,111,111,Carb_19_19_15,*[Ni@](C9=N(c1ccc(C)cc1)C(F)=C(F)N(c1ccc(C)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-8.33269825227981,Carb,1,0
112,112,112,Carb_19_19_1,*[Ni@](C9=N(c1ccc(C)cc1)C(C)C(C)N(c1ccc(C)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.70004138745324,Carb,1,0
113,113,113,Carb_19_19_25,*[Ni@](C9=N(c1ccc(C)cc1)C1C2=CC=CC(=C23)C=CC=C3C=1N(c1ccc(C)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.401346879916654,Carb,1,0
114,114,114,Carb_19_19_26,*[Ni@](C9=N(c1ccc(C)cc1)C1N(C)C(=O)N(C)C(=O)C=1N(c1ccc(C)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.843240865774138,Carb,1,0
115,115,115,Carb_19_29_24,*[Ni@](C9=N(c1ccc(C)cc1)C1C=CN(C)C=1N(c1c2ccccc2ccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.085964254278957,Carb,1,0
