,MOF,U_N2 (mol/kg),D_N2 (cm2/s),U_N2_binary,D_N2_binary,mofkey,mofid,formula_primitive
10,UYOFIY_clean,0.7637179686,1.00272619728048e-05,1,0,Tb.ZEVWQFWTGHFIDH.MOFkey-v1.ERROR,[O-]C(=O)c1[nH]cnc1C(=O)[O-].[Tb] MOFid-v1.ERROR.cat0;UYOFIY_clean,Tb16 H48 C120 N48 O96
11,WEVQOD01_clean,0.0725703262,0.0001751561747476,0,1,CuGd.QEVGZEDELICMKH.MOFkey-v1.UNKNOWN,[Cu].[Gd].[O-]C(=O)COCC(=O)[O-] MOFid-v1.UNKNOWN.cat0;WEVQOD01_clean,Gd4 Cu6 H48 C48 O60
12,WENKOR_clean,0.125867028,6.8359296181933e-05,0,0,Gd.HGEKBHJTBMRAMW.MOFkey-v1.UNKNOWN,COc1ccc(cc1OS(c1ccc(cc1)C(=O)[O-])([O])[O])C(=O)[O-].[Gd].[OH2][Gd] MOFid-v1.UNKNOWN.cat0;WENKOR_clean,Gd4 H64 C90 S6 O50
13,SODXUG_clean,0.7603126717,1.995321755637261e-05,1,0,Co.ABMFBCRYHDZLRD.OOXNKQISMJMZRH.MOFkey-v1.ile,[Co][OH]([Co][OH]([Co])[Co])[Co].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].c1ccc(cn1)[CH][N][N][CH]c1cccnc1 MOFid-v1.ile.cat0;SODXUG_clean,Co20 H144 C240 N16 O72
14,RUBDUP_clean,0.314956815,0.0011493580063477,0,1,Zn.QCXJUDHTKBSUBW.MOFkey-v1.ERROR,[O-]C(=O)c1cc2C#Cc3cccc(c3)C#Cc3cc(cc(c3)C#Cc3cccc(C#Cc4cc(C#Cc5cc(C#Cc(c1)c2)ccc5)cc(c4)C(=O)[O-])c3)C(=O)[O-].[Zn] MOFid-v1.ERROR.cat0;RUBDUP_clean,Zn12 H168 C408 O48
15,CAYDEN_clean,0.1560867498,0.0004770267590388,0,1,Cu.ZLZIWCPDOFVGHE.MOFkey-v1.utk,"O(CCC1=NN=N[N]1)CCC1=N[N]N=N1.[Cu] MOFid-v1.utk,UNKNOWN.cat0;CAYDEN_clean",Cu4 H32 C24 N32 O4
16,REHVEH_clean,0.6636437862,2.8540142662754305e-05,1,0,Co.DQRKTVIJNCVZAX.VJMFFUYADOLVPM.MOFkey-v1.gra,[Co].[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-].n1ccc(cc1)CCc1ccncc1 MOFid-v1.gra.cat1;REHVEH_clean,Co4 H76 C100 N12 O16
17,WIWQUO_clean,0.0695258974,0.0002524811399224,0,1,CuW.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.ERROR,[C]#N.[C]#[C].[Cu]1[S]2[Cu]3[W]4562[S]1[Cu]4[S]6[Cu][S]35 MOFid-v1.ERROR.cat0;WIWQUO_clean,Cu8 W2 C12 S8 N4
18,MIQLII_clean,0.2312123692,0.0001452163466,0,1,Zn.QMKYBPDZANOJGF.MOFkey-v1.rtl,Br[Zn][O]1[Zn][O]([Zn]1)[Zn]Br.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.rtl.cat0;MIQLII_clean,Zn8 H12 C36 Br4 O28
19,WUDVEY_clean,0.1563208356,0.0001401802094551,0,1,Yb.SWUJBLVPVJDGOU.MOFkey-v1.UNKNOWN,[O-]C(=O)c1ccc(cc1)Cc1c(C)c(Cc2ccc(cc2)C(=O)[O-])c(c(c1C)Cc1ccc(cc1)C(=O)[O-])C.[Yb] MOFid-v1.UNKNOWN.cat0;WUDVEY_clean,Yb8 H216 C264 O48
20,OTABES_clean,0.5214507089,0.0001571463278893,1,1,In.MQYDLKPQHAVAKK.MOFkey-v1.UNKNOWN,[In].[O-]C(=O)C1=[C][C]=C([C]=[C]1)C1=C2[C]=[C]C(=C(C3=[C][C]=C([C]=[C]3)C(=O)[O-])C3=NC(=C(C4=[C][C]=C(C(=C5N=C1[C]=[C]5)C1=[C][C]=C([C]=[C]1)C(=O)[O-])[N]4)C1=[C][C]=C([C]=[C]1)C(=O)[O-])[C]=[C]3)[N]2.[O] MOFid-v1.UNKNOWN.cat0;OTABES_clean,In2 C48 N4 O10
21,AXIPEE02_clean,0.2096517491,5.3307051136386896e-05,0,0,FeAu.DEZYXXNTIANXSZ.JEVCWSUVFOYBFI.MOFkey-v1.fsc,[Au][Au].[C]#N.[Fe].n1ccc(cc1)c1ccc(nn1)c1ccncc1 MOFid-v1.fsc.cat0;AXIPEE02_clean,Fe12 H120 Au24 C216 N96
22,GEWXAJ_clean,0.3559174871,0.0005577484234256,1,1,Cu.QQVIHTHCMHWDBS.MOFkey-v1.sql,[Cu][O]1[Cu][O]([Cu]1)[Cu].[O-]C(=O)c1cccc(c1)C(=O)[O-] MOFid-v1.sql.cat0;GEWXAJ_clean,Cu8 H40 C56 N16 O28
23,HULCOI_clean,0.3198041407,0.0002810433757901,0,1,Cu.XZTAJSQTNQWNNN.MOFkey-v1.ERROR,"O=C(Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(NC(=O)Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)NC(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].O[Cu][Cu]O.[Cu][Cu] MOFid-v1.ERROR,ntt.cat0;HULCOI_clean",Cu24 H160 C264 N48 O136
24,FEDBEX_clean,0.1255107855,8.92725224065478e-05,0,0,Tm.GMIOYJQLNFNGPR.MOFkey-v1.ERROR,[O-]C(=O)c1ncc(nc1)C(=O)[O-].[Tm] MOFid-v1.ERROR.cat0;FEDBEX_clean,Tm2 H6 C18 N6 O12
25,KEDJAG03_clean,0.1194001236999999,0.0002393917097934,0,1,Cu.MUBZPKHOEPUJKR.MOFkey-v1.ERROR,[Cu].[O-]C(=O)C(=O)[O-] MOFid-v1.ERROR.cat0;KEDJAG03_clean,Cu8 C24 O48
26,ESUVAR_clean,0.3813462956000001,8.617146788617869e-05,1,0,Co.JJVNJNWFOZLIFJ.MOFkey-v1.UNKNOWN,[Co].[O-]C(=O)C1=C[CH]C2=NN=NC2=C1.[O-]C(=O)C1=C[C]2C(=NN=N2)C=C1.[O-]C(=O)c1ccc2=N[N]N=c2c1.[OH] MOFid-v1.UNKNOWN.cat0;ESUVAR_clean,Co6 H16 C28 N12 O12
27,MOFBIU_clean,0.3315983373,0.0001680627370863,0,1,Cd.OGNCVVRIKNGJHQ.WLJNZVDCPSBLRP.MOFkey-v1.tcb,C(Cc1ccncc1)Cc1ccncc1.[Cd].[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-] MOFid-v1.tcb.cat0;MOFBIU_clean,Cd4 H112 C144 N8 O24
28,UMEKEE_clean,0.3138110659,0.0001814261448546,0,1,Zn.IJLBGFSXLDTFFL.RXOHFPCZGPKIRD.MOFkey-v1.lon,NC1=NN=N[N]1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn] MOFid-v1.lon.cat0;UMEKEE_clean,Zn8 H48 C60 N60 O16
29,RAKMOF_clean,0.0740864418,8.28005819942787e-05,0,0,Cd.JEVCWSUVFOYBFI.MOFkey-v1.UNKNOWN,Cl[Cd].[C]#N.[Cd] MOFid-v1.UNKNOWN.cat0;RAKMOF_clean,Cd12 C24 N24 Cl8
30,XAPDAU_clean,0.2342816045,0.0001366203723309,0,1,Zn.CBMYFVSIIYILRH.MOFkey-v1.srs,I[Zn]I.n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.srs.cat1;XAPDAU_clean,Zn24 H192 C288 I48 N96
31,VAMQOS_clean,0.213538526,0.0002418383491681,0,1,Co.YXUXCIBWQAOXRL.MOFkey-v1.UNKNOWN,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.UNKNOWN.cat0;VAMQOS_clean,Co6 H6 C24 O18
32,CAVVUS_clean,0.2982147341,6.66816166849541e-05,0,0,Zn.ALNHMJKNWZKRKL.MOFkey-v1.sra,[O-]C(=O)c1ccc(cc1)P(=O)([O])[O].[Zn] MOFid-v1.sra.cat0;CAVVUS_clean,Zn8 P8 H32 C56 O40
33,MEHMET_clean,0.3153605405999999,0.0004411874037107,0,1,Cu.DICSHFILMZUDMI.MOFkey-v1.ERROR,"[Cu][Cu].[O-]C(=O)c1cc(C#CC#Cc2cc(C#CC#Cc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2)C#CC#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-] MOFid-v1.ERROR,ntt.cat0;MEHMET_clean",Cu24 H96 C336 O96
34,LIDZUV_clean,0.8464964993999999,1.4333331897243302e-05,1,0,Ca.SQJQLYOMPSJVQS.MOFkey-v1.UNKNOWN,[Ca].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.UNKNOWN.cat0;LIDZUV_clean,Ca4 H32 C56 S4 O24
35,JOGSAA_clean,0.3105286699,0.0005158350840145,0,1,Ni.LQCMKUXTOXVYJA.MUBZPKHOEPUJKR.MWVTWFVJZLCBMC.MOFkey-v1.ERROR,N1=CC=C(C=[C]1)C1=CC=N[C]=C1.N1=[C]C=C(C=C1)C1=C[C]=NC=C1.[Ni].[O-]C(=O)C(=O)[O-].n1ccc(cc1)c1ccncc1 MOFid-v1.ERROR.cat0;JOGSAA_clean,Ni4 H44 C64 N12 O8
36,OQESEJ_clean,0.6721300092,9.514544597784309e-05,1,0,Cd.PRCLVHYMQQEINC.MOFkey-v1.sql,[Cd].[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.sql.cat0;OQESEJ_clean,Cd2 H48 Pd2 C96 N8 O16
37,XAKZAL_clean,0.4454834809000001,1.87701199298718e-05,1,0,Mn.DCEZMMKZQKTZBR.DQRKTVIJNCVZAX.MOFkey-v1.lvt,CCCCCC(=O)[N][N]C(=O)c1ccccc1[O].[Mn].n1ccc(cc1)CCc1ccncc1 MOFid-v1.lvt.cat0;XAKZAL_clean,Mn24 H456 C408 N64 O72
38,UMOVOJ_clean,0.3767243522999999,0.0004490649947054,1,1,Cu.GXHVGMYXKICGKR.MOFkey-v1.nbo,"COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu] MOFid-v1.nbo,fof.cat0;UMOVOJ_clean",Cu6 H78 C126 O30
39,XAKZOZ_clean,0.4242789347,6.53683037429145e-05,1,0,Mn.DQRKTVIJNCVZAX.YMRVHNOIBVSAHI.MOFkey-v1.lvt,CC(=O)[N][N]C(=O)c1ccccc1[O].[Mn].n1ccc(cc1)CCc1ccncc1 MOFid-v1.lvt.cat0;XAKZOZ_clean,Mn24 H264 C312 N64 O72
40,LARVIM_clean,0.1585887403,0.0001796798911213,0,1,Fe.KZCBXHSWMMIEQU.MOFkey-v1.acs,[Fe][O]([Fe])[Fe].[O-]C(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-] MOFid-v1.acs.cat0;LARVIM_clean,Fe24 C192 Cl96 O104
41,FAMQAO_clean,0.4161502484,0.0002876964480792,1,1,Cu.FAVMHWUXZCCLMH.MOFkey-v1.scu,"O=C(c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.scu,lwg.cat0;FAMQAO_clean",Cu16 H88 C192 N16 O80
42,OCAWAT_clean,0.2529704427,6.75117690887207e-05,0,0,Cd.MJAQIFIPIIUEBN.MOFkey-v1.sra,"[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[Si](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C MOFid-v1.sra,UNKNOWN.cat0;OCAWAT_clean",Cd12 Si4 H48 C100 O48
43,OXALEF_clean,0.4225965204999999,0.0001914741046321,1,1,Mn.FQBOIKZICWAJBY.MOFkey-v1.kgd,[Mn].[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-] MOFid-v1.kgd.cat0;OXALEF_clean,Mn3 H48 C66 O24
44,TATPOV_clean,0.3300706439999999,0.0001971921669112,0,1,Zn.QEDFARDYOPDQAQ.MOFkey-v1.flu,"[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn] MOFid-v1.flu,UNKNOWN.cat0;TATPOV_clean",Zn16 H56 C152 O64
45,KUXREC_clean,0.2803038436,0.0002361025283167,0,1,Fe.KKEYFWRCBNTPAC.MOFkey-v1.acs,[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.acs.cat0;KUXREC_clean,Fe6 H24 C48 O26
46,FUNFOL_clean,0.3127649309,6.649128720224782e-05,0,0,Co.PRBKFNCLEBOHQA.QMKYBPDZANOJGF.MOFkey-v1.UNKNOWN,N1=C[N]N([CH]1)c1ccc(cc1)N(c1ccc(cc1)n1ncnc1)c1ccc(cc1)N1[N]C=N[CH]1.[Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.UNKNOWN.cat0;FUNFOL_clean,Co3 H42 C66 N20 O12
47,BEXRIG_clean,0.1694888842,0.0002310963601699,0,1,Ni.YWUXJYYVWPYGLA.MOFkey-v1.ERROR,N#C[N]C#N.[Ni] MOFid-v1.ERROR.cat0;BEXRIG_clean,Ni8 C48 N72
48,UMODEH15_clean,0.4369364777000001,0.0003919102065886,1,1,Cu.JYMQBKIOEMKLHD.MOFkey-v1.nbo,"CCOc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu] MOFid-v1.nbo,fof.cat0;UMODEH15_clean",Cu6 H90 C132 O30
49,ARINUL_clean,0.4853417665999999,1.26201044343898e-05,1,0,Cu.QGDUKGFWPHUSJX.MOFkey-v1.dia,C[C](c1ccncc1)[N]N=C(c1ccncc1)C.[Cu] MOFid-v1.dia.cat0;ARINUL_clean,Cu4 H112 C112 N32
50,REZVAU_clean,0.4396429161999999,9.796244766508872e-05,1,0,Co.DRQBAJRMFBIZMF.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN,[Co].[O]S(=O)(=O)[O].n1ccc(cc1)c1ccncc1 MOFid-v1.UNKNOWN.cat0;REZVAU_clean,Co4 H48 C60 S4 N12 O16
51,LAZXOB_clean,0.2517079311,0.0002174386182253,0,1,Cu.ATNXTEAZSYQDPV.MOFkey-v1.fmj,[C]Cc1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.fmj.cat0;LAZXOB_clean,Cu12 H32 C88 O48
52,TIRRIW_clean,0.6383359936,0.000125667679333,1,0,Co.MWVTWFVJZLCBMC.RXOHFPCZGPKIRD.MOFkey-v1.pcu,C1=C[C](C=C[N]1)c1ccncc1.[Co][Co].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-] MOFid-v1.pcu.cat1;TIRRIW_clean,Co4 H40 C68 N4 O16
53,MEXJAC_clean,0.1842887261,0.0002173963160107,0,1,Sm.YLJAKJSGUDBOHG.MOFkey-v1.srs,[O-]C(=O)c1c(I)c(C(=O)[O-])c(c(c1I)C(=O)[O-])I.[Sm] MOFid-v1.srs.cat0;MEXJAC_clean,Sm4 C36 I12 O24
54,FOFTIF_clean,0.6032799746999999,7.44970058951048e-05,1,0,Cd.MWVTWFVJZLCBMC.SATWKVZGMWCXOJ.MOFkey-v1.sql,[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1 MOFid-v1.sql.cat1;FOFTIF_clean,Cd6 H76 C128 N4 O24
55,BINSAU_clean,0.4216209321,0.0002857941568963,1,1,Mn.VTROUXWDAQESAI.MOFkey-v1.pto,[Mn][Mn].[O-]C(=O)c1ccc2c(c1)ccc(c2)c1cc(cc(c1)c1ccc2c(c1)ccc(c2)C(=O)[O-])c1ccc2c(c1)ccc(c2)C(=O)[O-] MOFid-v1.pto.cat1;BINSAU_clean,Mn24 H336 C624 O96
56,AFOYAW_clean,0.4469818552000001,5.25266560124611e-05,1,0,Cu.YLVOERRBUWBZGC.MOFkey-v1.UNKNOWN,[Cu].[Cu][OH][Cu][OH][Cu].n1ncn(c1)c1ccc(cc1)n1cnnc1 MOFid-v1.UNKNOWN.cat0;AFOYAW_clean,Cu4 H42 C50 N30 O2
57,WEMFIF_clean,0.1383625309999999,0.0001957053277704,0,1,Dy.MUBZPKHOEPUJKR.MOFkey-v1.ERROR,[Dy].[O-]C(=O)C(=O)[O-] MOFid-v1.ERROR.cat0;WEMFIF_clean,Dy4 C16 O32
58,NUVXOT_clean,0.2123664451,0.0002356998995179,0,1,Zn.UWNKDZDWUNMRII.MOFkey-v1.UNKNOWN,[O-]C(=O)C1=C[N]N=C1.[O-]C(=O)[C]1C=NN=C1.[Zn][O]([Zn])[Zn] MOFid-v1.UNKNOWN.cat0;NUVXOT_clean,Zn24 H48 C96 N48 O56
59,QUBZAP_clean,0.1241079966,8.07569453435971e-05,0,0,Ag.QXAYJKFBMWMARF.ZEEBUGWCGJZDGD.MOFkey-v1.UNKNOWN,[Ag].[Ag][Ag].[O-]C(=O)CCn1cnc2c1[N]C=N[C]2N.[O-]C(=O)CCn1cnc2c1ncnc2N MOFid-v1.UNKNOWN.cat0;QUBZAP_clean,Ag12 H48 C48 N30 O12
60,GOTNEK_clean,0.6516904574,2.26990453113687e-05,1,0,Dy.WLJNZVDCPSBLRP.MOFkey-v1.rob,[Dy].[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-] MOFid-v1.rob.cat0;GOTNEK_clean,Dy8 H168 C276 O72
61,WAQKUX_clean,0.4050373459,0.000204854773413,1,1,Cu.BTOTZWKHUYTSHW.JUHVOWUDPMCIOM.MOFkey-v1.UNKNOWN,"[Cu][Cu].[N]c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C1([CH][CH]1)[CH]C1([CH][CH]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.UNKNOWN,mfj.cat0;WAQKUX_clean",Cu12 H58 C134 N4 O48
62,DEZKAW_clean,0.2264204848,4.2591583460623e-05,0,0,Mn.LCVKTTYELHCZPL.MOFkey-v1.lvt,[Mn].c1ccc(nc1)C1=[N]=C(N=N1)C1=[N]=CN=N1 MOFid-v1.lvt.cat0;DEZKAW_clean,Mn8 H40 C72 N56
63,CAGXIU_clean,0.561229422,6.961267432821059e-05,1,0,Ba.SQJQLYOMPSJVQS.MOFkey-v1.UNKNOWN,[Ba].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.UNKNOWN.cat0;CAGXIU_clean,Ba4 H32 C56 S4 O24
64,POFSIN04_clean,0.1222245683,0.0002722732038022,0,1,Cd.LBVWYGNGGJURHQ.MOFkey-v1.dia,[C]#[C].[Cd] MOFid-v1.dia.cat0;POFSIN04_clean,Cd2 C8
65,NEJSAY_clean,0.4439364521,6.73691233547938e-05,1,0,Cu.KKEYFWRCBNTPAC.MWVTWFVJZLCBMC.MOFkey-v1.pcu,[Cu][Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1 MOFid-v1.pcu.cat1;NEJSAY_clean,Cu8 H64 C104 N8 O32
66,RURPEA_clean,0.2215547403,0.0005164263128877,0,1,FePt.JEVCWSUVFOYBFI.KYQCOXFCLRTKLS.MOFkey-v1.fsc,[C]#N.[Fe].[Pt].n1ccncc1 MOFid-v1.fsc.cat0;RURPEA_clean,Fe1 H4 Pt1 C8 N6
67,RAVWIW_clean,0.3790359908,0.0005276174052183,1,1,,* MOFid-v1.NA.NA;RAVWIW_clean,Mg6 H90 C114 O18
68,NAWKII_clean,0.6108924249000001,5.36226088139881e-05,1,0,Mg.RXOHFPCZGPKIRD.MOFkey-v1.pcu,[Mg].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-] MOFid-v1.pcu.cat0;NAWKII_clean,Mg6 H36 C72 O24
69,QUJJUC_clean,0.2785443294999999,0.000169552177505,0,1,Na.ZYMPFZOQMRLYRK.MOFkey-v1.srs,Br[C]1C(=O)C(=O)[C](C(=O)C1=O)Br.[Na] MOFid-v1.srs.cat1;QUJJUC_clean,Na8 C72 Br24 O48
70,XIHSAJ01_clean,0.4451203957,6.82585935120976e-05,1,0,Co.RXOHFPCZGPKIRD.MOFkey-v1.pcu,[Co].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-] MOFid-v1.pcu.cat0;XIHSAJ01_clean,Co6 H36 C72 O24
71,HUDWUA_clean,0.5195158714,8.801680806945021e-05,1,0,,* MOFid-v1.NA.NA;HUDWUA_clean,Cu5 H30 C54 O20
72,NOCZAI_clean,0.1197167202,3.044135815994971e-05,0,0,NiSr.GJAWHXHKYYXBSV.MOFkey-v1.ERROR,[Ni].[O-]C(=O)c1ncccc1C(=O)[O-].[Sr] MOFid-v1.ERROR.cat0;NOCZAI_clean,Sr4 Ni2 H18 C42 N6 O24
73,PORVID_clean,0.2668102780999999,0.0002951874249365,0,1,Cu.CYIDZMCFTVVTJO.MOFkey-v1.scu,[Cu][OH]1[Cu][OH]([Cu]1)[Cu].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-] MOFid-v1.scu.cat0;PORVID_clean,Cu8 H12 C40 O36
74,LUMDEC_clean,0.1678089051,0.000204367887436,0,1,Cd.LOIYMIARKYCTBW.MOFkey-v1.dia,[Cd].[O-]C(=O)C=Cc1cnc[nH]1 MOFid-v1.dia.cat3;LUMDEC_clean,Cd8 H80 C96 N32 O32
75,IKOPEF_clean,0.3455025331,6.56312192735611e-05,0,0,Cu.FNRUZFZAZGMRSA.MOFkey-v1.UNKNOWN,[Cu].[Cu][Cu].[Cu][OH]1[Cu][OH]([Cu]1)[Cu].[O-]C(=O)c1c(cccc1C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.UNKNOWN.cat0;IKOPEF_clean,Cu8 H26 C64 O34
