,modeltype,target,train_size,trues,preds,model_params,accuracy,f1_micro,f1_macro,kappa,seed,features
10,RandomForestClassifier,['Diffusion_bool'],25,"[0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1 1
 0 0 0 1 0 0 1 1 1 0 1 0 1]","[0 1 0 1 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 0
 1 0 0 1 1 0 1 1 1 0 1 0 1]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 40, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 7, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 51, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.8,0.8000000000000002,0.7987117552334944,0.6031746031746031,2,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
11,RandomForestClassifier,['Diffusion_bool'],50,"[0 0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1
 1 0 0 0 0 0 1 1 1 0 1 0 1]","[1 0 1 0 1 1 0 0 0 1 1 1 1 1 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 1 0 1 1 0 0
 1 1 0 0 1 0 1 1 1 0 1 0 1]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 14, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 260, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.82,0.82,0.8199279711884753,0.6434231378763866,2,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
12,RandomForestClassifier,['Diffusion_bool'],100,"[0 0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1
 1 0 0 0 0 0 1 1 1 0 1 0 1]","[1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 1 0 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1
 1 1 0 0 1 0 1 1 1 0 1 0 1]","{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 30, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 11, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 199, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.8,0.8000000000000002,0.7987117552334944,0.6031746031746031,2,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
13,RandomForestClassifier,['Diffusion_bool'],200,"[1 0 0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 1
 1 0 0 0 0 0 1 1 1 0 1 0 1]","[1 1 0 0 0 1 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1
 1 1 0 0 1 0 1 1 1 0 1 0 1]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 9, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 282, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.9,0.9,0.8996386993175431,0.8,2,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
14,RandomForestClassifier,['Diffusion_bool'],500,"[0 0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 1
 1 1 0 0 0 0 0 1 1 0 1 0 1]","[0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 1 0 1
 1 1 1 0 0 0 0 1 1 0 1 0 1]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 40, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 142, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.9,0.9,0.8996386993175431,0.7993579454253612,2,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
15,XGBClassifier,['Diffusion_bool'],25,"[0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1 1
 0 0 0 1 0 0 1 1 1 0 1 0 1]","[0 1 0 1 1 0 0 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1
 1 0 0 1 1 0 1 1 1 0 1 0 1]","{'objective': 'binary:logistic', 'use_label_encoder': None, 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.516177774790976, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0.1253306900321693, 'gpu_id': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.2321075640299856, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 7, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 173, 'n_jobs': None, 'num_parallel_tree': None, 'predictor': None, 'random_state': None, 'reg_alpha': 9.94313392407029e-06, 'reg_lambda': 5.142631347185966e-07, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.780520316253835, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8,0.8000000000000002,0.797077922077922,0.6044303797468354,2,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
16,XGBClassifier,['Diffusion_bool'],50,"[0 0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1
 1 0 0 0 0 0 1 1 1 0 1 0 1]","[1 0 1 0 1 1 0 0 0 1 1 1 0 1 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1
 1 1 0 0 1 0 1 1 1 1 1 0 1]","{'objective': 'binary:logistic', 'use_label_encoder': None, 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.9281695190821679, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 1.1966056871045427e-08, 'gpu_id': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.05259269390583981, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 7, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 70, 'n_jobs': None, 'num_parallel_tree': None, 'predictor': None, 'random_state': None, 'reg_alpha': 0.11805224715735914, 'reg_lambda': 9.479884145624624e-05, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.6671700882208356, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.78,0.78,0.779205138498595,0.5669291338582677,2,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
17,XGBClassifier,['Diffusion_bool'],100,"[0 0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1
 1 0 0 0 0 0 1 1 1 0 1 0 1]","[1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1
 1 1 0 0 1 0 1 1 1 0 1 0 1]","{'objective': 'binary:logistic', 'use_label_encoder': None, 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.8521837610476927, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0.0012904160788186749, 'gpu_id': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.2356139296550606, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 10, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 71, 'n_jobs': None, 'num_parallel_tree': None, 'predictor': None, 'random_state': None, 'reg_alpha': 0.00038344540145009555, 'reg_lambda': 2.422615409674174e-06, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.7698220668030653, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.84,0.8399999999999999,0.8389694041867956,0.6825396825396826,2,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
18,XGBClassifier,['Diffusion_bool'],200,"[1 0 0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 1
 1 0 0 0 0 0 1 1 1 0 1 0 1]","[1 1 0 0 0 1 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1
 1 1 0 0 1 0 1 1 1 0 1 0 1]","{'objective': 'binary:logistic', 'use_label_encoder': None, 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.6663680169541006, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0.0028240498400726247, 'gpu_id': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.06620551380141049, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 9, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 139, 'n_jobs': None, 'num_parallel_tree': None, 'predictor': None, 'random_state': None, 'reg_alpha': 1.0662075118264462e-07, 'reg_lambda': 2.5517144031392364e-08, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.6335810477435371, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.9,0.9,0.8996386993175431,0.8,2,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
19,XGBClassifier,['Diffusion_bool'],500,"[0 0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 0 1
 1 1 0 0 0 0 0 1 1 0 1 0 1]","[0 0 0 0 1 1 0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 1 0 1
 1 1 1 0 0 0 0 1 1 0 1 0 1]","{'objective': 'binary:logistic', 'use_label_encoder': None, 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.556399406058961, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0.0006653929529348401, 'gpu_id': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.031579250816741795, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 6, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 111, 'n_jobs': None, 'num_parallel_tree': None, 'predictor': None, 'random_state': None, 'reg_alpha': 0.00037633632074254034, 'reg_lambda': 1.8566493829248612e-07, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.5273384725446042, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.88,0.88,0.8798076923076923,0.76,2,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
20,RandomForestClassifier,['Diffusion_bool'],25,"[0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 1
 1 1 0 0 1 0 0 1 0 1 0 0 1]","[0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0
 0 1 0 0 0 1 0 1 0 0 0 1 1]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 40, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 13, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 117, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.72,0.72,0.7028862478777589,0.42148760330578516,3,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
21,RandomForestClassifier,['Diffusion_bool'],50,"[0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 1
 1 1 0 0 1 0 0 1 0 1 0 0 1]","[0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1
 0 1 0 0 0 1 0 1 0 0 0 0 1]","{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 12, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 298, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.8,0.8000000000000002,0.7877758913412564,0.5867768595041323,3,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
22,RandomForestClassifier,['Diffusion_bool'],100,"[0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 1
 1 1 0 0 1 0 0 1 0 1 0 0 1]","[1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 0 1 0 0 0 1 0 1 1 0 0 1
 1 1 0 0 0 1 1 1 0 0 0 1 1]","{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 11, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 75, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.76,0.76,0.7564935064935064,0.513776337115073,3,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
23,RandomForestClassifier,['Diffusion_bool'],200,"[1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 1
 1 1 0 0 1 0 0 1 0 1 0 0 1]","[1 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 0 1 1 0 0 1
 1 0 0 0 0 1 1 1 0 0 0 0 1]","{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 15, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 106, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.8,0.8000000000000002,0.7987117552334944,0.5980707395498392,3,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
24,RandomForestClassifier,['Diffusion_bool'],500,"[1 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 0 0 1 0 1 0 1 1 0 0 1
 1 1 0 0 1 0 0 1 0 1 0 0 1]","[1 1 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 1 1 0 1 1 0 0 1 0 1 0 1 1 0 0 1
 0 0 0 0 0 1 1 1 0 0 0 0 1]","{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 40, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.78,0.78,0.779205138498595,0.5585874799357946,3,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
25,XGBClassifier,['Diffusion_bool'],25,"[0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 1
 1 1 0 0 1 0 0 1 0 1 0 0 1]","[0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 0 1 0 1 0 0 0 0 1]","{'objective': 'binary:logistic', 'use_label_encoder': None, 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.8153244344638924, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 3.650994593692874e-05, 'gpu_id': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.04361646328112607, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 3, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 169, 'n_jobs': None, 'num_parallel_tree': None, 'predictor': None, 'random_state': None, 'reg_alpha': 4.3111706347828926e-08, 'reg_lambda': 8.116288267934033e-08, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.9552099698404986, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.8,0.8000000000000002,0.7916666666666667,0.5894909688013137,3,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
26,XGBClassifier,['Diffusion_bool'],50,"[0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 1
 1 1 0 0 1 0 0 1 0 1 0 0 1]","[1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1
 0 1 0 0 0 1 0 1 0 0 0 0 1]","{'objective': 'binary:logistic', 'use_label_encoder': None, 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.9083692005662256, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0.010569035794207971, 'gpu_id': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.011174513290583407, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 12, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 179, 'n_jobs': None, 'num_parallel_tree': None, 'predictor': None, 'random_state': None, 'reg_alpha': 0.4293718645121415, 'reg_lambda': 0.0008205126579642573, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.8475693431419982, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.76,0.76,0.7453310696095077,0.5041322314049588,3,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
27,XGBClassifier,['Diffusion_bool'],100,"[0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 1
 1 1 0 0 1 0 0 1 0 1 0 0 1]","[0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0 1 1 0 0 1 1 0 1 1 0 0 1
 0 1 0 0 1 1 0 1 0 1 0 1 1]","{'objective': 'binary:logistic', 'use_label_encoder': None, 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.6946847715181732, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 1.7961128709025e-07, 'gpu_id': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.2107094592603145, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 7, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'n_estimators': 101, 'n_jobs': None, 'num_parallel_tree': None, 'predictor': None, 'random_state': None, 'reg_alpha': 0.0036870373017723807, 'reg_lambda': 4.473582021230804e-06, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.5257425099621811, 'tree_method': None, 'validate_parameters': None, 'verbosity': None}",0.82,0.82,0.8181818181818182,0.6365105008077545,3,"['ABCD0', 'ABCD1', 'ABCD2', 'ABCD3', 'ABCD4', 'ABCD5', 'ABCD6', 'ABCD7', 'ABCD8', 'ABCD9', 'ABCD10', 'ABCD11', 'ABCD12', 'ABCD13', 'ABCD14', 'ABCD15', 'ABCD16', 'ABCD17', 'ABCD18']"
