,Unnamed: 0,MOF,U_He (mol/kg),D_He (cm2/s),U_He_binary,D_He_binary,mofkey,mofid,formula_primitive,zeopp_string_noname,zeopp_string_witmofkey,zeopp_string_witmofid,zeopp_string_withpriformula,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOF,LCD (Å),LCD/PLD,PLD (Å),density (g/cm3),Pore Volume (cm3/g),Porosity,Surface Area (m2/g),%C,%H,%O,%N,%Halojen,%Metalloids,%Ametal,%Metal,TDU,DU,MP,O-to-M,U_He (mol/kg),D_He (cm2/s),Uptake_bool,Diffusion_bool,A,AB,ABC,ABCD,B
36,36.0,AVIVOQ_clean,0.0393354007,0.0010719827609441,1.0,0.0,Ag.USWLOKMMUTWFMD.MOFkey-v1.pts,[Ag].n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1 MOFid-v1.pts.cat0;AVIVOQ_clean,Ag8 H128 C192 S8 N32,a MOF with a LCD (Å) of 11.94166; a LCD/PLD of 1.67364529258092; a PLD (Å) of 7.13512; a density (g/cm3) of 0.709142; a Pore Volume (cm3/g) of 1.01785; a Porosity of 0.7218001847; a Surface Area (m2/g) of 2658.68,Ag.USWLOKMMUTWFMD.MOFkey-v1.pts with a LCD (Å) of 11.94166; a LCD/PLD of 1.67364529258092; a PLD (Å) of 7.13512; a density (g/cm3) of 0.709142; a Pore Volume (cm3/g) of 1.01785; a Porosity of 0.7218001847; a Surface Area (m2/g) of 2658.68,[Ag].n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1 MOFid-v1.pts.cat0;AVIVOQ_clean with a LCD (Å) of 11.94166; a LCD/PLD of 1.67364529258092; a PLD (Å) of 7.13512; a density (g/cm3) of 0.709142; a Pore Volume (cm3/g) of 1.01785; a Porosity of 0.7218001847; a Surface Area (m2/g) of 2658.68,Ag8 H128 C192 S8 N32 with a LCD (Å) of 11.94166; a LCD/PLD of 1.67364529258092; a PLD (Å) of 7.13512; a density (g/cm3) of 0.709142; a Pore Volume (cm3/g) of 1.01785; a Porosity of 0.7218001847; a Surface Area (m2/g) of 2658.68,36,36,36,36,AVEQID_clean,7.54994,1.21235098401932,6.22752,0.801255,0.876126,0.70200033813,2819.83,51.1627906976744,23.2558139534884,18.6046511627907,2.32558139534884,0.0,0.0,0.0,4.65116279069767,69.0,0.784090909090909,9.09090909090909,8.0,0.0385930806,0.0014190138196468,1,1,"[7.54994, 6.22752, 1.21235098401932]","[7.54994, 6.22752, 1.21235098401932, 0.801255, 0.876126, 0.70200033813, 2819.83]","[7.54994, 6.22752, 1.21235098401932, 0.801255, 0.876126, 0.70200033813, 2819.83, 51.1627906976744, 23.2558139534884, 18.6046511627907, 2.32558139534884, 0.0, 0.0, 0.0, 4.65116279069767]","[7.54994, 6.22752, 1.21235098401932, 0.801255, 0.876126, 0.70200033813, 2819.83, 51.1627906976744, 23.2558139534884, 18.6046511627907, 2.32558139534884, 0.0, 0.0, 0.0, 4.65116279069767, 69.0, 0.784090909090909, 8.0, 9.09090909090909]","[0.801255, 0.876126, 0.70200033813, 2819.83]"
37,37.0,AVIVUW_clean,0.0375866055,0.0007668111083648,1.0,0.0,Ag.USWLOKMMUTWFMD.MOFkey-v1.pts,[Ag].n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1 MOFid-v1.pts.cat0;AVIVUW_clean,Ag8 H128 C192 S8 N32,a MOF with a LCD (Å) of 12.04076; a LCD/PLD of 1.74026582183347; a PLD (Å) of 6.91892; a density (g/cm3) of 0.729779; a Pore Volume (cm3/g) of 0.981393; a Porosity of 0.716200002147; a Surface Area (m2/g) of 2315.89,Ag.USWLOKMMUTWFMD.MOFkey-v1.pts with a LCD (Å) of 12.04076; a LCD/PLD of 1.74026582183347; a PLD (Å) of 6.91892; a density (g/cm3) of 0.729779; a Pore Volume (cm3/g) of 0.981393; a Porosity of 0.716200002147; a Surface Area (m2/g) of 2315.89,[Ag].n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1 MOFid-v1.pts.cat0;AVIVUW_clean with a LCD (Å) of 12.04076; a LCD/PLD of 1.74026582183347; a PLD (Å) of 6.91892; a density (g/cm3) of 0.729779; a Pore Volume (cm3/g) of 0.981393; a Porosity of 0.716200002147; a Surface Area (m2/g) of 2315.89,Ag8 H128 C192 S8 N32 with a LCD (Å) of 12.04076; a LCD/PLD of 1.74026582183347; a PLD (Å) of 6.91892; a density (g/cm3) of 0.729779; a Pore Volume (cm3/g) of 0.981393; a Porosity of 0.716200002147; a Surface Area (m2/g) of 2315.89,37,37,37,37,AVILEY_clean,25.42698,2.36125009750716,10.76844,0.654082,1.28761,0.84220252402,2452.57,49.8269896193772,24.9134948096886,13.840830449827,4.1522491349481,2.07612456747405,0.0,0.0,5.19031141868512,433.0,0.751736111111111,10.4166666666667,5.33333333333333,0.0518961068,0.002639627098272,1,1,"[25.42698, 10.76844, 2.36125009750716]","[25.42698, 10.76844, 2.36125009750716, 0.654082, 1.28761, 0.84220252402, 2452.57]","[25.42698, 10.76844, 2.36125009750716, 0.654082, 1.28761, 0.84220252402, 2452.57, 49.8269896193772, 24.9134948096886, 13.840830449827, 4.1522491349481, 2.07612456747405, 0.0, 0.0, 5.19031141868512]","[25.42698, 10.76844, 2.36125009750716, 0.654082, 1.28761, 0.84220252402, 2452.57, 49.8269896193772, 24.9134948096886, 13.840830449827, 4.1522491349481, 2.07612456747405, 0.0, 0.0, 5.19031141868512, 433.0, 0.751736111111111, 5.33333333333333, 10.4166666666667]","[0.654082, 1.28761, 0.84220252402, 2452.57]"
38,38.0,AWAWUR_clean,0.0251136589,0.0004581402698207,0.0,0.0,Co.CBMYFVSIIYILRH.QMKYBPDZANOJGF.MOFkey-v1.UNKNOWN,[Co].[Co]O[Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.UNKNOWN.cat0;AWAWUR_clean,Co18 H84 C180 N24 O78,a MOF with a LCD (Å) of 9.42427; a LCD/PLD of 2.20597309089547; a PLD (Å) of 4.27216; a density (g/cm3) of 0.982453; a Pore Volume (cm3/g) of 0.617434; a Porosity of 0.606599885602; a Surface Area (m2/g) of 1610.56,Co.CBMYFVSIIYILRH.QMKYBPDZANOJGF.MOFkey-v1.UNKNOWN with a LCD (Å) of 9.42427; a LCD/PLD of 2.20597309089547; a PLD (Å) of 4.27216; a density (g/cm3) of 0.982453; a Pore Volume (cm3/g) of 0.617434; a Porosity of 0.606599885602; a Surface Area (m2/g) of 1610.56,[Co].[Co]O[Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.UNKNOWN.cat0;AWAWUR_clean with a LCD (Å) of 9.42427; a LCD/PLD of 2.20597309089547; a PLD (Å) of 4.27216; a density (g/cm3) of 0.982453; a Pore Volume (cm3/g) of 0.617434; a Porosity of 0.606599885602; a Surface Area (m2/g) of 1610.56,Co18 H84 C180 N24 O78 with a LCD (Å) of 9.42427; a LCD/PLD of 2.20597309089547; a PLD (Å) of 4.27216; a density (g/cm3) of 0.982453; a Pore Volume (cm3/g) of 0.617434; a Porosity of 0.606599885602; a Surface Area (m2/g) of 1610.56,38,38,38,38,AVITUU_clean,11.69294,1.68662606703843,6.93274,0.710904,0.983817,0.699399440568,2507.52,52.1739130434783,34.7826086956522,0.0,8.69565217391304,0.0,0.0,2.17391304347826,2.17391304347826,257.0,0.669270833333333,4.16666666666667,0.0,0.0385363511,0.0008801678145553,1,0,"[11.69294, 6.93274, 1.68662606703843]","[11.69294, 6.93274, 1.68662606703843, 0.710904, 0.983817, 0.699399440568, 2507.52]","[11.69294, 6.93274, 1.68662606703843, 0.710904, 0.983817, 0.699399440568, 2507.52, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826]","[11.69294, 6.93274, 1.68662606703843, 0.710904, 0.983817, 0.699399440568, 2507.52, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826, 257.0, 0.669270833333333, 0.0, 4.16666666666667]","[0.710904, 0.983817, 0.699399440568, 2507.52]"
39,39.0,AXINIF_clean,0.0371347412,0.0015241582730098,1.0,1.0,Co.SATWKVZGMWCXOJ.MOFkey-v1.sit,[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.sit.cat1;AXINIF_clean,Co12 H120 C216 O52,a MOF with a LCD (Å) of 9.6188; a LCD/PLD of 1.11169797800598; a PLD (Å) of 8.65235; a density (g/cm3) of 0.750661; a Pore Volume (cm3/g) of 0.891481; a Porosity of 0.669200018941; a Surface Area (m2/g) of 2948.81,Co.SATWKVZGMWCXOJ.MOFkey-v1.sit with a LCD (Å) of 9.6188; a LCD/PLD of 1.11169797800598; a PLD (Å) of 8.65235; a density (g/cm3) of 0.750661; a Pore Volume (cm3/g) of 0.891481; a Porosity of 0.669200018941; a Surface Area (m2/g) of 2948.81,[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.sit.cat1;AXINIF_clean with a LCD (Å) of 9.6188; a LCD/PLD of 1.11169797800598; a PLD (Å) of 8.65235; a density (g/cm3) of 0.750661; a Pore Volume (cm3/g) of 0.891481; a Porosity of 0.669200018941; a Surface Area (m2/g) of 2948.81,Co12 H120 C216 O52 with a LCD (Å) of 9.6188; a LCD/PLD of 1.11169797800598; a PLD (Å) of 8.65235; a density (g/cm3) of 0.750661; a Pore Volume (cm3/g) of 0.891481; a Porosity of 0.669200018941; a Surface Area (m2/g) of 2948.81,39,39,39,39,AVIVAC_clean,11.84006,1.60040821016065,7.39815,0.73653,0.968053,0.71300007609,2337.87,52.1739130434783,34.7826086956522,0.0,8.69565217391304,0.0,0.0,2.17391304347826,2.17391304347826,257.0,0.669270833333333,4.16666666666667,0.0,0.0373804975,0.0007344195701922,1,0,"[11.84006, 7.39815, 1.60040821016065]","[11.84006, 7.39815, 1.60040821016065, 0.73653, 0.968053, 0.71300007609, 2337.87]","[11.84006, 7.39815, 1.60040821016065, 0.73653, 0.968053, 0.71300007609, 2337.87, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826]","[11.84006, 7.39815, 1.60040821016065, 0.73653, 0.968053, 0.71300007609, 2337.87, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826, 257.0, 0.669270833333333, 0.0, 4.16666666666667]","[0.73653, 0.968053, 0.71300007609, 2337.87]"
40,40.0,AXUHAD_clean,0.0287214099,0.0004481991735717,0.0,0.0,Co.AZRWJDNDMDYHGN.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN,[Co].[O-]C(=O)COc1c2Sc3cc(cc(c3OCC(=O)[O-])Sc3cc(cc(Sc4c(c(Sc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)OCC(=O)[O-])c3OCC(=O)[O-])C(C)(C)C)C(C)(C)C.n1ccc(cc1)c1ccncc1 MOFid-v1.UNKNOWN.cat0;AXUHAD_clean,Co8 H272 C272 S16 N16 O48,a MOF with a LCD (Å) of 9.91084; a LCD/PLD of 2.00494010976673; a PLD (Å) of 4.94321; a density (g/cm3) of 0.792408; a Pore Volume (cm3/g) of 0.795297; a Porosity of 0.630199705176; a Surface Area (m2/g) of 2023.49,Co.AZRWJDNDMDYHGN.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN with a LCD (Å) of 9.91084; a LCD/PLD of 2.00494010976673; a PLD (Å) of 4.94321; a density (g/cm3) of 0.792408; a Pore Volume (cm3/g) of 0.795297; a Porosity of 0.630199705176; a Surface Area (m2/g) of 2023.49,[Co].[O-]C(=O)COc1c2Sc3cc(cc(c3OCC(=O)[O-])Sc3cc(cc(Sc4c(c(Sc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)OCC(=O)[O-])c3OCC(=O)[O-])C(C)(C)C)C(C)(C)C.n1ccc(cc1)c1ccncc1 MOFid-v1.UNKNOWN.cat0;AXUHAD_clean with a LCD (Å) of 9.91084; a LCD/PLD of 2.00494010976673; a PLD (Å) of 4.94321; a density (g/cm3) of 0.792408; a Pore Volume (cm3/g) of 0.795297; a Porosity of 0.630199705176; a Surface Area (m2/g) of 2023.49,Co8 H272 C272 S16 N16 O48 with a LCD (Å) of 9.91084; a LCD/PLD of 2.00494010976673; a PLD (Å) of 4.94321; a density (g/cm3) of 0.792408; a Pore Volume (cm3/g) of 0.795297; a Porosity of 0.630199705176; a Surface Area (m2/g) of 2023.49,40,40,40,40,AVIVEG_clean,11.84801,1.60870858067705,7.36492,0.733043,0.97675,0.71599975025,2351.79,52.1739130434783,34.7826086956522,0.0,8.69565217391304,0.0,0.0,2.17391304347826,2.17391304347826,257.0,0.669270833333333,4.16666666666667,0.0,0.0376162726,0.0003801530077171,1,0,"[11.84801, 7.36492, 1.60870858067705]","[11.84801, 7.36492, 1.60870858067705, 0.733043, 0.97675, 0.71599975025, 2351.79]","[11.84801, 7.36492, 1.60870858067705, 0.733043, 0.97675, 0.71599975025, 2351.79, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826]","[11.84801, 7.36492, 1.60870858067705, 0.733043, 0.97675, 0.71599975025, 2351.79, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826, 257.0, 0.669270833333333, 0.0, 4.16666666666667]","[0.733043, 0.97675, 0.71599975025, 2351.79]"
41,41.0,AYOQEM_clean,0.0379571866,0.0015670435698134,1.0,1.0,Cu.OYJYITDWCXDYQZ.MOFkey-v1.tbo,[Cu][Cu].[O-]C(=O)C=Cc1cc(C=CC(=O)[O-])cc(c1)C=CC(=O)[O-] MOFid-v1.tbo.cat1;AYOQEM_clean,Cu48 H288 C480 O192,a MOF with a LCD (Å) of 12.16451; a LCD/PLD of 1.76978742781988; a PLD (Å) of 6.87343; a density (g/cm3) of 0.774775; a Pore Volume (cm3/g) of 0.912006; a Porosity of 0.70659944865; a Surface Area (m2/g) of 2997.35,Cu.OYJYITDWCXDYQZ.MOFkey-v1.tbo with a LCD (Å) of 12.16451; a LCD/PLD of 1.76978742781988; a PLD (Å) of 6.87343; a density (g/cm3) of 0.774775; a Pore Volume (cm3/g) of 0.912006; a Porosity of 0.70659944865; a Surface Area (m2/g) of 2997.35,[Cu][Cu].[O-]C(=O)C=Cc1cc(C=CC(=O)[O-])cc(c1)C=CC(=O)[O-] MOFid-v1.tbo.cat1;AYOQEM_clean with a LCD (Å) of 12.16451; a LCD/PLD of 1.76978742781988; a PLD (Å) of 6.87343; a density (g/cm3) of 0.774775; a Pore Volume (cm3/g) of 0.912006; a Porosity of 0.70659944865; a Surface Area (m2/g) of 2997.35,Cu48 H288 C480 O192 with a LCD (Å) of 12.16451; a LCD/PLD of 1.76978742781988; a PLD (Å) of 6.87343; a density (g/cm3) of 0.774775; a Pore Volume (cm3/g) of 0.912006; a Porosity of 0.70659944865; a Surface Area (m2/g) of 2997.35,41,41,41,41,AVIVIK_clean,11.79938,1.76028440529844,6.70311,0.734288,0.972643,0.714200083184,2323.19,52.1739130434783,34.7826086956522,0.0,8.69565217391304,0.0,0.0,2.17391304347826,2.17391304347826,257.0,0.669270833333333,4.16666666666667,0.0,0.0379816458,0.0008040328360385,1,0,"[11.79938, 6.70311, 1.76028440529844]","[11.79938, 6.70311, 1.76028440529844, 0.734288, 0.972643, 0.714200083184, 2323.19]","[11.79938, 6.70311, 1.76028440529844, 0.734288, 0.972643, 0.714200083184, 2323.19, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826]","[11.79938, 6.70311, 1.76028440529844, 0.734288, 0.972643, 0.714200083184, 2323.19, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826, 257.0, 0.669270833333333, 0.0, 4.16666666666667]","[0.734288, 0.972643, 0.714200083184, 2323.19]"
42,42.0,BAPDAA_clean,0.0215600028,0.0014344131766275,0.0,1.0,Cd.YXUXCIBWQAOXRL.MOFkey-v1.UNKNOWN,[Cd].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.UNKNOWN.cat0;BAPDAA_clean,Cd6 H6 C24 O18,a MOF with a LCD (Å) of 12.36039; a LCD/PLD of 1.0704629952792; a PLD (Å) of 11.54677; a density (g/cm3) of 1.38142; a Pore Volume (cm3/g) of 0.498906; a Porosity of 0.68919872652; a Surface Area (m2/g) of 1132.67,Cd.YXUXCIBWQAOXRL.MOFkey-v1.UNKNOWN with a LCD (Å) of 12.36039; a LCD/PLD of 1.0704629952792; a PLD (Å) of 11.54677; a density (g/cm3) of 1.38142; a Pore Volume (cm3/g) of 0.498906; a Porosity of 0.68919872652; a Surface Area (m2/g) of 1132.67,[Cd].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.UNKNOWN.cat0;BAPDAA_clean with a LCD (Å) of 12.36039; a LCD/PLD of 1.0704629952792; a PLD (Å) of 11.54677; a density (g/cm3) of 1.38142; a Pore Volume (cm3/g) of 0.498906; a Porosity of 0.68919872652; a Surface Area (m2/g) of 1132.67,Cd6 H6 C24 O18 with a LCD (Å) of 12.36039; a LCD/PLD of 1.0704629952792; a PLD (Å) of 11.54677; a density (g/cm3) of 1.38142; a Pore Volume (cm3/g) of 0.498906; a Porosity of 0.68919872652; a Surface Area (m2/g) of 1132.67,42,42,42,42,AVIVOQ_clean,11.94166,1.67364529258092,7.13512,0.709142,1.01785,0.7218001847,2658.68,52.1739130434783,34.7826086956522,0.0,8.69565217391304,0.0,0.0,2.17391304347826,2.17391304347826,257.0,0.669270833333333,4.16666666666667,0.0,0.0393354007,0.0010719827609441,1,0,"[11.94166, 7.13512, 1.67364529258092]","[11.94166, 7.13512, 1.67364529258092, 0.709142, 1.01785, 0.7218001847, 2658.68]","[11.94166, 7.13512, 1.67364529258092, 0.709142, 1.01785, 0.7218001847, 2658.68, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826]","[11.94166, 7.13512, 1.67364529258092, 0.709142, 1.01785, 0.7218001847, 2658.68, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826, 257.0, 0.669270833333333, 0.0, 4.16666666666667]","[0.709142, 1.01785, 0.7218001847, 2658.68]"
43,43.0,BEFGEA_manual,0.0471564218,0.0013468301478656,1.0,0.0,In.SATWKVZGMWCXOJ.MOFkey-v1.jcy,[In].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.jcy.cat0;BEFGEA_manual,In6 H120 C216 O48,a MOF with a LCD (Å) of 9.2615; a LCD/PLD of 1.37189521958619; a PLD (Å) of 6.75088; a density (g/cm3) of 0.652591; a Pore Volume (cm3/g) of 1.10636; a Porosity of 0.72200057876; a Surface Area (m2/g) of 3710.38,In.SATWKVZGMWCXOJ.MOFkey-v1.jcy with a LCD (Å) of 9.2615; a LCD/PLD of 1.37189521958619; a PLD (Å) of 6.75088; a density (g/cm3) of 0.652591; a Pore Volume (cm3/g) of 1.10636; a Porosity of 0.72200057876; a Surface Area (m2/g) of 3710.38,[In].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.jcy.cat0;BEFGEA_manual with a LCD (Å) of 9.2615; a LCD/PLD of 1.37189521958619; a PLD (Å) of 6.75088; a density (g/cm3) of 0.652591; a Pore Volume (cm3/g) of 1.10636; a Porosity of 0.72200057876; a Surface Area (m2/g) of 3710.38,In6 H120 C216 O48 with a LCD (Å) of 9.2615; a LCD/PLD of 1.37189521958619; a PLD (Å) of 6.75088; a density (g/cm3) of 0.652591; a Pore Volume (cm3/g) of 1.10636; a Porosity of 0.72200057876; a Surface Area (m2/g) of 3710.38,43,43,43,43,AVIVUW_clean,12.04076,1.74026582183347,6.91892,0.729779,0.981393,0.716200002147,2315.89,52.1739130434783,34.7826086956522,0.0,8.69565217391304,0.0,0.0,2.17391304347826,2.17391304347826,257.0,0.669270833333333,4.16666666666667,0.0,0.0375866055,0.0007668111083648,1,0,"[12.04076, 6.91892, 1.74026582183347]","[12.04076, 6.91892, 1.74026582183347, 0.729779, 0.981393, 0.716200002147, 2315.89]","[12.04076, 6.91892, 1.74026582183347, 0.729779, 0.981393, 0.716200002147, 2315.89, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826]","[12.04076, 6.91892, 1.74026582183347, 0.729779, 0.981393, 0.716200002147, 2315.89, 52.1739130434783, 34.7826086956522, 0.0, 8.69565217391304, 0.0, 0.0, 2.17391304347826, 2.17391304347826, 257.0, 0.669270833333333, 0.0, 4.16666666666667]","[0.729779, 0.981393, 0.716200002147, 2315.89]"
44,44.0,BELTOD_clean,0.0205679758,0.0005164442295378,0.0,0.0,Mn.HINHOAXLSUHLCR.PEKZWEKRMFOFRM.MOFkey-v1.UNKNOWN,[Mn].[O-]C(=O)C1=CC=C(C=[C]1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)C1=[C]C=C(C=C1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.UNKNOWN.cat0;BELTOD_clean,Mn24 P16 H184 C336 O112,a MOF with a LCD (Å) of 5.92256; a LCD/PLD of 1.38417025413786; a PLD (Å) of 4.27878; a density (g/cm3) of 1.03427; a Pore Volume (cm3/g) of 0.555753; a Porosity of 0.57479865531; a Surface Area (m2/g) of 1459.74,Mn.HINHOAXLSUHLCR.PEKZWEKRMFOFRM.MOFkey-v1.UNKNOWN with a LCD (Å) of 5.92256; a LCD/PLD of 1.38417025413786; a PLD (Å) of 4.27878; a density (g/cm3) of 1.03427; a Pore Volume (cm3/g) of 0.555753; a Porosity of 0.57479865531; a Surface Area (m2/g) of 1459.74,[Mn].[O-]C(=O)C1=CC=C(C=[C]1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)C1=[C]C=C(C=C1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.UNKNOWN.cat0;BELTOD_clean with a LCD (Å) of 5.92256; a LCD/PLD of 1.38417025413786; a PLD (Å) of 4.27878; a density (g/cm3) of 1.03427; a Pore Volume (cm3/g) of 0.555753; a Porosity of 0.57479865531; a Surface Area (m2/g) of 1459.74,Mn24 P16 H184 C336 O112 with a LCD (Å) of 5.92256; a LCD/PLD of 1.38417025413786; a PLD (Å) of 4.27878; a density (g/cm3) of 1.03427; a Pore Volume (cm3/g) of 0.555753; a Porosity of 0.57479865531; a Surface Area (m2/g) of 1459.74,44,44,44,44,AWAWUR_clean,9.42427,2.20597309089547,4.27216,0.982453,0.617434,0.606599885602,1610.56,46.875,21.875,20.3125,6.25,0.0,0.0,0.0,4.6875,139.0,0.772222222222222,10.0,8.66666666666667,0.0251136589,0.0004581402698207,0,0,"[9.42427, 4.27216, 2.20597309089547]","[9.42427, 4.27216, 2.20597309089547, 0.982453, 0.617434, 0.606599885602, 1610.56]","[9.42427, 4.27216, 2.20597309089547, 0.982453, 0.617434, 0.606599885602, 1610.56, 46.875, 21.875, 20.3125, 6.25, 0.0, 0.0, 0.0, 4.6875]","[9.42427, 4.27216, 2.20597309089547, 0.982453, 0.617434, 0.606599885602, 1610.56, 46.875, 21.875, 20.3125, 6.25, 0.0, 0.0, 0.0, 4.6875, 139.0, 0.772222222222222, 8.66666666666667, 10.0]","[0.982453, 0.617434, 0.606599885602, 1610.56]"
45,45.0,BELTUJ_clean,0.0185158518,0.0005661187048235,0.0,0.0,Co.HINHOAXLSUHLCR.MOFkey-v1.UNKNOWN,[Co].[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.UNKNOWN.cat0;BELTUJ_clean,Co24 P16 H192 C336 O112,a MOF with a LCD (Å) of 5.64744; a LCD/PLD of 1.34562176844814; a PLD (Å) of 4.1969; a density (g/cm3) of 1.08566; a Pore Volume (cm3/g) of 0.51416; a Porosity of 0.5582029456; a Surface Area (m2/g) of 1283.49,Co.HINHOAXLSUHLCR.MOFkey-v1.UNKNOWN with a LCD (Å) of 5.64744; a LCD/PLD of 1.34562176844814; a PLD (Å) of 4.1969; a density (g/cm3) of 1.08566; a Pore Volume (cm3/g) of 0.51416; a Porosity of 0.5582029456; a Surface Area (m2/g) of 1283.49,[Co].[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.UNKNOWN.cat0;BELTUJ_clean with a LCD (Å) of 5.64744; a LCD/PLD of 1.34562176844814; a PLD (Å) of 4.1969; a density (g/cm3) of 1.08566; a Pore Volume (cm3/g) of 0.51416; a Porosity of 0.5582029456; a Surface Area (m2/g) of 1283.49,Co24 P16 H192 C336 O112 with a LCD (Å) of 5.64744; a LCD/PLD of 1.34562176844814; a PLD (Å) of 4.1969; a density (g/cm3) of 1.08566; a Pore Volume (cm3/g) of 0.51416; a Porosity of 0.5582029456; a Surface Area (m2/g) of 1283.49,45,45,45,45,AXINIF_clean,9.6188,1.11169797800598,8.65235,0.750661,0.891481,0.669200018941,2948.81,54.0,30.0,13.0,0.0,0.0,0.0,0.0,3.0,157.0,0.726851851851852,5.55555555555556,8.66666666666667,0.0371347412,0.0015241582730098,1,1,"[9.6188, 8.65235, 1.11169797800598]","[9.6188, 8.65235, 1.11169797800598, 0.750661, 0.891481, 0.669200018941, 2948.81]","[9.6188, 8.65235, 1.11169797800598, 0.750661, 0.891481, 0.669200018941, 2948.81, 54.0, 30.0, 13.0, 0.0, 0.0, 0.0, 0.0, 3.0]","[9.6188, 8.65235, 1.11169797800598, 0.750661, 0.891481, 0.669200018941, 2948.81, 54.0, 30.0, 13.0, 0.0, 0.0, 0.0, 0.0, 3.0, 157.0, 0.726851851851852, 8.66666666666667, 5.55555555555556]","[0.750661, 0.891481, 0.669200018941, 2948.81]"
