,Unnamed: 0.1,Unnamed: 0,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cifname,HER_bool,OER_bool,VIS_bool,four_classes,inorg_BB,inorg_BB_top,hased_linker,HOV_bool,HOV_code,elements_linkers,elements_nodes,elemetns_all
10,10,11,Cl[Au]Cl.N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1 MOFid-v1.bto.cat0;bto_v1-AHAGUL_1-linear2_pyrazolate_opt,Au.GYCRMPDCBTWMOR.MOFkey-v1.bto,['Cl[Au]Cl'],"['N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1']",Cl[Au]Cl.N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1,bto,bto_v1-AHAGUL_1-linear2_pyrazolate_opt,0,1,1,2,Au,Au and bto,GYCRMPDCBTWMOR,11,3,"['C', 'N']","['Au', 'Cl']","['Au', 'C', 'N', 'Cl']"
11,11,13,N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.N1=NC=C([CH]1)c1sc(c2c1nccn2)[C]1C=NN=C1.[Cu].[Cu][Cu].[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1 MOFid-v1.acs-g.cat0;acsg_v1-AHAGUL_Cu1_1-linear2_pyrazolate_opt,Cu.GYCRMPDCBTWMOR.MOFkey-v1.acs-g,"['[Cu]', '[Cu][Cu]']","['N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1', 'N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)[C]1C=NN=C1', '[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1']",N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.N1=NC=C([CH]1)c1sc(c2c1nccn2)[C]1C=NN=C1.[Cu].[Cu][Cu].[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1,acs-g,acsg_v1-AHAGUL_Cu1_1-linear2_pyrazolate_opt,1,0,1,1,Cu,Cu and acs-g,GYCRMPDCBTWMOR,101,2,"['C', 'N']",['Cu'],"['C', 'N', 'Cu']"
12,12,14,N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1.S1[C](c2ccc(s2)[C]2C=NN=C2)c2c([C]1c1ccc(s1)[C]1C=NN=C1)nsn2.[Cu].[N]1N=CC(=C1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=C[N]N=C1.s1nc2c(n1)[C](S[C]2c1ccc(s1)[C]1C=NN=C1)c1ccc(s1)C1=C[N]N=C1 MOFid-v1.cdt.cat0;cdt_v1-AHAGUL_Cu1_1-linear3_pyrazolate_opt,Cu.ZYNBEDKJAOVTCW.MOFkey-v1.cdt,['[Cu]'],"['N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1', 'S1[C](c2ccc(s2)[C]2C=NN=C2)c2c([C]1c1ccc(s1)[C]1C=NN=C1)nsn2', '[N]1N=CC(=C1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=C[N]N=C1', 's1nc2c(n1)[C](S[C]2c1ccc(s1)[C]1C=NN=C1)c1ccc(s1)C1=C[N]N=C1']",N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1.S1[C](c2ccc(s2)[C]2C=NN=C2)c2c([C]1c1ccc(s1)[C]1C=NN=C1)nsn2.[Cu].[N]1N=CC(=C1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=C[N]N=C1.s1nc2c(n1)[C](S[C]2c1ccc(s1)[C]1C=NN=C1)c1ccc(s1)C1=C[N]N=C1,cdt,cdt_v1-AHAGUL_Cu1_1-linear3_pyrazolate_opt,1,0,1,1,Cu,Cu and cdt,ZYNBEDKJAOVTCW,101,2,"['C', 'N', 'S']",['Cu'],"['C', 'N', 'Cu', 'S']"
13,13,15,N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.[Cu] MOFid-v1.twt.cat0;twt_v1-AHAGUL_Cu1_1-2,Cu.QOMDAXVYFQQUTB.MOFkey-v1.twt,['[Cu]'],"['N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N']",N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.[Cu],twt,twt_v1-AHAGUL_Cu1_1-2,0,0,0,3,Cu,Cu and twt,QOMDAXVYFQQUTB,0,0,"['Cc', 'C', 'N']",['Cu'],"['N', 'C', 'Cc', 'Cu']"
14,14,16,N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1.[Ag].[Ag][Ag].s1nc2c(n1)[C](S[C]2c1ccc(s1)[C]1C=NN=C1)c1ccc(s1)C1=C[N]N=C1 MOFid-v1.twt.cat0;twt_v1-AHAGUL_Ag1_1-linear3_pyrazolate_opt,Ag.ZYNBEDKJAOVTCW.MOFkey-v1.twt,"['[Ag]', '[Ag][Ag]']","['N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1', 's1nc2c(n1)[C](S[C]2c1ccc(s1)[C]1C=NN=C1)c1ccc(s1)C1=C[N]N=C1']",N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1.[Ag].[Ag][Ag].s1nc2c(n1)[C](S[C]2c1ccc(s1)[C]1C=NN=C1)c1ccc(s1)C1=C[N]N=C1,twt,twt_v1-AHAGUL_Ag1_1-linear3_pyrazolate_opt,1,0,1,1,Ag,Ag and twt,ZYNBEDKJAOVTCW,101,2,"['C', 'N', 'S']",['Ag'],"['Ag', 'C', 'N', 'S']"
15,15,17,N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1.[Au] MOFid-v1.twt.cat0;twt_v1-AHAGUL_Au1_1-1,Au.LFGNINJHSOQGFN.MOFkey-v1.twt,['[Au]'],"['N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1']",N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1.[Au],twt,twt_v1-AHAGUL_Au1_1-1,0,0,0,3,Au,Au and twt,LFGNINJHSOQGFN,0,0,"['Cc', 'C', 'N']",['Au'],"['Au', 'N', 'C', 'Cc']"
16,16,18,N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1.[Cu].[Cu][Cu].s1nc2c(n1)[C](S[C]2c1ccc(s1)[C]1C=NN=C1)c1ccc(s1)C1=C[N]N=C1 MOFid-v1.twt.cat0;twt_v1-AHAGUL_Cu1_1-linear3_pyrazolate_opt,Cu.ZYNBEDKJAOVTCW.MOFkey-v1.twt,"['[Cu]', '[Cu][Cu]']","['N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1', 's1nc2c(n1)[C](S[C]2c1ccc(s1)[C]1C=NN=C1)c1ccc(s1)C1=C[N]N=C1']",N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1.[Cu].[Cu][Cu].s1nc2c(n1)[C](S[C]2c1ccc(s1)[C]1C=NN=C1)c1ccc(s1)C1=C[N]N=C1,twt,twt_v1-AHAGUL_Cu1_1-linear3_pyrazolate_opt,1,0,1,1,Cu,Cu and twt,ZYNBEDKJAOVTCW,101,2,"['C', 'N', 'S']",['Cu'],"['C', 'N', 'Cu', 'S']"
17,17,19,N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1.[Ag] MOFid-v1.twt.cat0;twt_v1-AHAGUL_Ag1_1-1,Ag.LFGNINJHSOQGFN.MOFkey-v1.twt,['[Ag]'],"['N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1']",N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1.[Ag],twt,twt_v1-AHAGUL_Ag1_1-1,0,0,0,3,Ag,Ag and twt,LFGNINJHSOQGFN,0,0,"['Cc', 'C', 'N']",['Ag'],"['Ag', 'N', 'C', 'Cc']"
18,18,20,N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.[Au] MOFid-v1.eta.cat0;eta_v1-AHAGUL_Au1_1-2,Au.QOMDAXVYFQQUTB.MOFkey-v1.eta,['[Au]'],"['N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N']",N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.[Au],eta,eta_v1-AHAGUL_Au1_1-2,0,0,0,3,Au,Au and eta,QOMDAXVYFQQUTB,0,0,"['Cc', 'C', 'N']",['Au'],"['Au', 'N', 'C', 'Cc']"
19,19,21,N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)[C]1C=NN=C1)[C]1C=NN=C1.[Ag] MOFid-v1.hcb.cat0;hcb_v1-AHAGUL_Ag1_1-1,Ag.LFGNINJHSOQGFN.MOFkey-v1.hcb,['[Ag]'],"['N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)[C]1C=NN=C1)[C]1C=NN=C1']",N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)[C]1C=NN=C1)[C]1C=NN=C1.[Ag],hcb,hcb_v1-AHAGUL_Ag1_1-1,0,0,0,3,Ag,Ag and hcb,LFGNINJHSOQGFN,0,0,"['Cc', 'C', 'N']",['Ag'],"['Ag', 'N', 'C', 'Cc']"
